cc,id,name,maxdate,mindate,latitude,elevation,longitude,datacoverage,elevationUnit
RU,GHCND:RSM00028275,"TOBOLSK, RS",2021-07-19,1884-07-01,58.15,49.0,68.25,0.9726,METERS
RU,GHCND:RSM00028367,"TYUMEN AMSG, RS",2021-05-08,1933-01-02,57.15,79.0,65.5,0.9651,METERS
RU,GHCND:RSM00028440,"EKATERINBURG, RS",2021-07-19,1881-01-01,56.8331,281.0,60.6331,0.9928,METERS
RU,GHCND:RSM00028481,"VIKULOVO, RS",2021-07-14,1936-01-01,56.817,70.0,70.617,0.7951,METERS
RU,GHCND:RSM00028491,"BOL SIE UKI, RS",2021-04-10,1936-01-01,56.933,87.0,72.667,0.7989,METERS
RU,GHCND:RSM00028493,"TARA, RS",2021-07-13,1933-01-25,56.9,73.0,74.3831,0.9577,METERS
RU,GHCND:RSM00028502,"VJATSKIE POLJANY, RS",2021-07-19,1959-07-09,56.2,212.0,51.1,0.6867,METERS
RU,GHCND:RSM00028552,"SHADRINSK, RS",2021-07-19,1936-01-01,56.08,88.0,63.63,0.9869,METERS
RU,GHCND:RSM00028573,"ISCHIM AMSG, RS",2021-07-18,1936-01-01,56.0994,81.0,69.43,0.9917,METERS
RU,GHCND:RSM00028661,"KURGAN, RS",2021-07-19,1893-11-01,55.4667,73.0,65.4,0.9362,METERS
RU,GHCND:RSM00028666,"MAKUSCHINO, RS",2021-07-19,1936-01-01,55.25,140.0,67.3,0.9836,METERS
RU,GHCND:RSM00028797,"ODESSKOE, RS",2021-05-10,1937-10-08,54.2,125.0,72.967,0.7811,METERS
RU,GHCND:RSM00028704,"CULPANOVO, RS",2021-04-12,1936-01-01,54.5,78.0,50.4,0.9739,METERS
RU,GHCND:RSM00028711,"BUGULMA, RS",2021-04-12,1914-06-01,54.583,312.0,52.8,0.7554,METERS
RU,GHCND:RSM00028719,"AKSAKOVO, RS",2021-07-19,1936-01-01,54.0,348.0,54.2,0.9974,METERS
RU,GHCND:RSM00028748,"TROITSK, RS",2021-07-19,1936-01-01,54.0994,192.0,61.5994,0.9875,METERS
RU,GHCND:RSM00028799,"CERLAK, RS",2021-06-24,1936-06-01,54.167,115.0,74.8,0.7485,METERS
RU,GHCND:RSM00028806,"BUGURUSLAN, RS",2021-07-19,1937-01-04,53.617,87.0,52.45,0.4477,METERS
RU,GHCND:RSM00028825,"STERLITAMAK, RS",2021-07-19,1936-01-01,53.5994,137.0,56.0,0.9967,METERS
RU,GHCND:RSM00028838,"MAGNITOGORSK, RS",2021-07-19,1936-01-01,53.35,382.0,59.083,0.8271,METERS
RU,GHCND:RSM00028916,"SARLYK, RS",2021-07-19,1936-01-01,52.933,190.0,54.75,0.7372,METERS
RU,GHCND:RSM00029023,"NAPAS, RS",2021-07-19,1936-01-01,59.85,77.0,81.95,0.9881,METERS
RU,GHCND:RSM00023987,"JARCEVO, RS",2021-07-19,1936-01-01,60.25,58.0,90.233,0.858,METERS
RU,GHCND:RSM00029111,"SREDNY VASJUGAN, RS",2021-07-19,1913-07-01,59.2,68.0,78.2,0.9405,METERS
RU,GHCND:RSM00029122,"KARGASOK, RS",2021-07-19,1936-01-01,59.05,59.0,80.95,0.8494,METERS
RU,GHCND:RSM00029209,"MAJSK, RS",2021-07-19,1948-01-17,57.783,100.0,77.283,0.7008,METERS
RU,GHCND:RSM00029231,"KOLPASEVO, RS",2021-07-19,1933-02-05,58.3,75.0,82.8831,0.9773,METERS
RU,GHCND:RSM00029253,"LOSINOBORSKOE, RS",2021-07-19,1936-01-01,58.433,137.0,89.367,0.8114,METERS
RU,GHCND:RSM00029477,"SUHOBUZIMSKOE, RS",2021-07-19,1936-01-01,56.5,164.0,93.283,0.8107,METERS
RU,GHCND:RSM00029282,"BOGUCANY, RS",2021-07-19,1930-10-01,58.3831,131.0,97.45,0.9957,METERS
RU,GHCND:RSM00029328,"BAKCHAR, RS",2021-07-19,1936-01-01,57.0,109.0,82.07,0.9968,METERS
RU,GHCND:RSM00029418,"SEVERNOE, RS",2021-07-19,1936-03-05,56.35,124.0,78.35,0.9816,METERS
RU,GHCND:RSM00029524,"KRESCHENKA, RS",2021-07-19,1953-02-25,55.85,129.0,80.033,0.7727,METERS
RU,GHCND:RSM00029551,"MARIINSK, RS",2021-07-19,1936-01-01,56.217,140.0,87.75,0.8741,METERS
RU,GHCND:RSM00029594,"TAJSHET, RS",2021-07-19,1925-01-01,55.95,305.0,98.0,0.9851,METERS
RU,GHCND:RSM00029602,"CHANY, RS",2021-07-19,1955-07-09,55.283,111.0,76.6,0.7549,METERS
RU,GHCND:RSM00029634,"NOVOSIBIRSK, RS",2021-07-19,1900-01-01,55.083,176.0,82.9,0.6398,METERS
RU,GHCND:RSM00029654,"CENTRALNYJ RUDNIK, RS",2021-07-19,1955-07-06,55.217,495.0,87.65,0.7626,METERS
RU,GHCND:RSM00029698,"NIZHNEUDINSK, RS",2021-07-19,1933-02-19,54.8831,411.0,99.0331,0.9472,METERS
RU,GHCND:RSM00029712,"ZDVINSK, RS",2021-07-19,1936-01-01,54.7,113.0,78.667,0.8126,METERS
RU,GHCND:RSM00029726,"ORDYNSKOE, RS",2021-07-19,1936-01-01,54.367,134.0,81.95,0.8275,METERS
RU,GHCND:RSM00029827,"BAEVO, RS",2021-07-19,1955-01-01,53.267,122.0,80.767,0.7845,METERS
RU,GHCND:RSM00029838,"BARNAUL, RS",2021-07-19,1933-02-05,53.4331,183.0,83.5167,0.7823,METERS
RU,GHCND:RSM00029866,"MINUSINSK, RS",2021-07-19,1910-12-30,53.7167,254.0,91.7,0.9453,METERS
RU,GHCND:RSM00029937,"ALEJSKAJA, RS",2021-07-19,1936-01-01,52.517,175.0,82.767,0.8168,METERS
RU,GHCND:RSM00029939,"BIJSK ZONALNAJA, RS",2021-07-19,1933-03-01,52.68,224.0,84.95,0.9747,METERS
RU,GHCND:RSM00029956,"TASTYP, RS",2021-07-19,1936-01-01,52.8,455.0,89.917,0.8215,METERS
RU,GHCND:RSM00030089,"DZHIKIMDA, RS",2021-07-19,1939-09-07,59.02,174.0,121.77,0.985,METERS
RU,GHCND:RSM00030157,"MAMA, RS",2021-07-19,1938-01-01,58.317,224.0,112.867,0.8707,METERS
RU,GHCND:RSM00030230,"KIRENSK, RS",2021-07-19,1892-01-01,57.7667,256.0,108.0667,0.9471,METERS
RU,GHCND:RSM00030309,"BRATSK, RS",2021-07-19,1901-09-01,56.28,411.0,101.75,0.9887,METERS
RU,GHCND:RSM00030328,"ORLINGA, RS",2021-07-19,1932-08-01,56.05,338.0,105.83,0.9777,METERS
RU,GHCND:RSM00030385,"UST NJUKZHA, RS",2021-07-19,1938-07-21,56.58,430.0,121.48,0.9992,METERS
RU,GHCND:RSM00030493,"NAGORNYJ, RS",2021-07-19,1936-01-01,55.97,860.0,124.88,0.9843,METERS
RU,GHCND:RSM00030405,"TANGUJ, RS",2021-07-19,1936-01-01,55.383,423.0,101.033,0.8254,METERS
RU,GHCND:RSM00030433,"NIZHNEANGARSK, RS",2021-07-19,1932-09-21,55.78,477.0,109.55,0.9945,METERS
RU,GHCND:RSM00030455,"UAKIT, RS",2021-06-30,1938-03-06,55.467,1097.0,113.617,0.7786,METERS
RU,GHCND:RSM00030554,"BAGDARIN, RS",2021-05-31,1936-04-01,54.47,901.0,113.58,0.9883,METERS
RU,GHCND:RSM00030612,"BALAGANSK, RS",2021-07-19,1936-01-01,54.0,428.0,103.07,0.9876,METERS
RU,GHCND:RSM00030622,"KACUG, RS",2021-07-19,1948-01-04,53.967,533.0,105.9,0.9009,METERS
RU,GHCND:RSM00030635,"UST BARGUZIN, RS",2021-07-19,1936-01-01,53.42,459.0,109.02,0.9961,METERS
RU,GHCND:RSM00030650,"ROMANOVKA, RS",2021-07-19,1936-01-01,53.2,920.0,112.8,0.9902,METERS
RU,GHCND:RSM00030683,"EROFEJ PAVLOVIC, RS",2021-07-19,1935-08-07,53.967,522.0,121.933,0.7841,METERS
RU,GHCND:RSM00030695,"DZALINDA, RS",2021-07-19,1936-01-01,53.5,266.0,123.9,0.9884,METERS
RU,GHCND:RSM00030710,"IRKUTSK, RS",2021-07-19,1882-01-01,52.2667,467.0,104.35,0.9997,METERS
RU,GHCND:RSM00030739,"HORINSK, RS",2021-05-30,1936-01-01,52.167,666.0,109.783,0.765,METERS
RU,GHCND:RSM00030758,"CHITA, RS",2021-07-19,1890-05-15,52.0831,671.0,113.4831,0.9726,METERS
RU,GHCND:RSM00030764,"USUGLI, RS",2021-07-19,1939-08-01,52.65,646.0,115.167,0.7731,METERS
RU,GHCND:RSM00030777,"SRETENSK, RS",2021-07-19,1933-12-04,52.2331,528.0,117.7,0.9802,METERS
RU,GHCND:RSM00030829,"NOVOSELENGINSK, RS",2021-06-05,1936-01-01,51.1,556.0,106.65,0.7651,METERS
RU,GHCND:RSM00030823,"ULAN UDE, RS",2021-07-19,1886-04-01,51.8331,514.0,107.6,0.9818,METERS
RU,GHCND:RSM00030838,"PETROVSKIJ ZAVOD, RS",2021-07-19,1942-01-01,51.317,806.0,108.867,0.7484,METERS
RU,GHCND:RSM00030846,"ULETY, RS",2021-07-19,1936-06-01,51.35,743.0,112.467,0.7401,METERS
RU,GHCND:RSM00030859,"AGINSKOE, RS",2021-07-19,1936-01-01,51.1,680.0,114.52,0.9744,METERS
RU,GHCND:RSM00030862,"SHILKA, RS",2021-07-19,1936-01-01,51.867,597.0,116.033,0.7256,METERS
RU,GHCND:RSM00030935,"KRASNYJ CHIKOJ, RS",2021-07-19,1913-01-01,50.37,770.0,108.75,0.9052,METERS
RU,GHCND:RSM00030949,"KYRA, RS",2021-07-19,1927-08-10,49.5667,907.0,111.9667,0.9405,METERS
RU,GHCND:RSM00030957,"AKSA, RS",2021-07-19,1936-01-01,50.267,732.0,113.267,0.7807,METERS
RU,GHCND:RSM00031005,"TOMMOT, RS",2021-07-19,1936-04-19,58.95,283.0,126.3,0.7394,METERS
RU,GHCND:RSM00031026,"UCHUR, RS",2021-07-19,1936-01-01,58.73,194.0,130.62,0.9778,METERS
RU,GHCND:RSM00031054,"UST JUDOMA, RS",2021-07-19,1959-01-01,59.183,212.0,135.15,0.9321,METERS
RU,GHCND:RSM00024988,"ARKA, RS",2021-07-19,1936-01-01,60.083,198.0,142.333,0.7553,METERS
RU,GHCND:RSM00031123,"CJULBJU, RS",2021-07-19,1957-07-03,57.767,255.0,130.9,0.7748,METERS
RU,GHCND:RSM00031137,"TOKO, RS",2021-07-19,1959-01-01,56.28,849.0,131.13,0.9757,METERS
RU,GHCND:RSM00031152,"NELKAN, RS",2021-07-19,1939-09-01,57.65,326.0,136.15,0.9807,METERS
RU,GHCND:RSM00031168,"AJAN, RS",2021-07-19,1931-11-01,56.45,6.0,138.15,0.9987,METERS
RU,GHCND:RSM00031174,"BOLSOY SANTAR, RS",2021-07-19,1924-11-01,54.83,9.0,137.53,0.9401,METERS
RU,GHCND:RSM00031253,"BOMNAK, RS",2021-07-19,1909-06-19,54.7167,365.0,128.8667,0.8995,METERS
RU,GHCND:RSM00031295,"MAGDAGACI, RS",2021-07-19,1936-01-01,53.467,370.0,125.817,0.7751,METERS
RU,GHCND:RSM00031300,"ZEJA, RS",2021-07-19,1948-01-06,53.7,229.0,127.3,0.9174,METERS
RU,GHCND:RSM00031388,"NORSK, RS",2021-07-19,1925-10-12,52.35,207.0,129.9167,0.9861,METERS
RU,GHCND:RSM00031416,"IM. POLINY OSIPENKO, RS",2021-07-19,1936-01-01,52.4167,73.0,136.5,0.9978,METERS
RU,GHCND:RSM00031439,"BOGORODSKOE, RS",2021-07-19,1936-01-01,52.38,33.0,140.47,0.9766,METERS
RU,GHCND:RSM00031478,"SOFIJSKIJ PRIISK, RS",2021-07-19,1948-01-01,52.27,902.0,133.9797,0.8489,METERS
RU,GHCND:RSM00031484,"HULARIN, RS",2021-07-19,1948-01-05,51.417,269.0,135.083,0.7377,METERS
RU,GHCND:RSM00031527,"ZAVITAJA, RS",2021-07-19,1936-01-01,50.117,241.0,129.467,0.7587,METERS
RU,GHCND:RSM00031538,"SUTUR, RS",2021-07-19,1939-06-01,50.1,343.0,132.1,0.9835,METERS
RU,GHCND:RSM00031561,"KOMSOMOLSK NA AMURE, RS",2021-07-19,1936-01-01,50.533,22.0,137.033,0.6951,METERS
RU,GHCND:RSM00031735,"HABAROVSK, RS",2021-07-19,1932-12-31,48.5167,88.0,135.1167,0.8555,METERS
RU,GHCND:RSM00031770,SOVETSKAJA GAVAN,2021-07-19,1913-01-01,49.0,21.0,140.3,0.927,METERS
RU,GHCND:RSM00031832,"BIKIN, RS",2021-07-19,1909-02-01,46.8,68.0,134.267,0.8116,METERS
RU,GHCND:RSM00031866,"SOSUNOVO, RS",2021-07-19,1953-02-16,46.533,4.0,138.333,0.8028,METERS
RU,GHCND:RSM00031873,"DALNERECHENSK, RS",2021-07-19,1939-10-10,45.8667,97.0,133.733,0.9998,METERS
RU,GHCND:RSM00031909,"TERNEJ, RS",2021-07-19,1923-11-01,45.0,51.0,136.6,0.8882,METERS
RU,GHCND:RSM00031961,"TIMIRYAZEVSKIJ, RS",2021-07-19,1911-01-01,43.8833,34.0,131.9666,0.9907,METERS
RU,GHCND:RSM00031969,"POSET, RS",2021-07-19,1936-01-02,42.65,41.0,130.8,0.9846,METERS
RU,GHCND:RSM00032053,NOGLIKI,2021-07-19,1929-11-06,51.92,35.0,143.13,0.9911,METERS
RU,GHCND:RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",2021-07-19,1881-01-06,50.9,30.0,142.1667,0.9303,METERS
RU,GHCND:RSM00032076,POGRANICHNOE,2021-07-19,1936-01-01,50.4,6.0,143.8,0.9858,METERS
RU,GHCND:RSM00032098,"PORONAJSK, RS",2021-07-19,1908-01-01,49.2167,7.0,143.1,0.9876,METERS
RU,GHCND:RSM00032099,MYS TERPENIJ,2021-07-19,1948-02-29,48.65,33.0,144.7297,0.9788,METERS
RU,GHCND:RSM00032121,"ILYINSKIY, RS",2021-07-19,1942-04-01,48.0,17.0,142.2164,0.9577,METERS
RU,GHCND:RSM00032165,JUZHNO KURILSK,2021-07-19,1947-01-01,44.0167,44.0,145.8667,0.999,METERS
RU,GHCND:RSM00032594,OZERNAJA,2021-07-18,1936-01-01,51.483,28.0,156.483,0.7556,METERS
RU,GHCND:RSM00032389,"KLJUCHI, RS",2021-05-20,1914-09-01,56.3167,28.0,160.8331,0.9089,METERS
RU,GHCND:RSM00032408,"UST KAMCHATSK, RS",2021-07-19,1948-01-08,56.217,30.0,162.467,0.73,METERS
RU,GHCND:RSM00032411,ICA,2021-07-19,1936-01-01,55.5831,8.0,155.5831,0.9606,METERS
RU,GHCND:RSM00032477,"SOBOLEVO, RS",2021-05-23,1937-01-01,54.3,25.0,155.93,0.9518,METERS
RU,GHCND:RSM00032509,"SEMJACHIK, RS",2021-07-19,1936-01-01,54.1,28.0,159.98,0.9136,METERS
RU,GHCND:RSM00032583,PETROPAVLOVSK KAMCHATSKIJ,2021-07-16,1894-01-01,52.9831,32.0,158.65,0.9711,METERS
RU,GHCND:RSM00032618,NIKOLSKOYE BERINGA OSTROV,2021-07-04,1899-01-01,55.2,16.0,165.98,0.8748,METERS
RU,GHCND:RSM00034072,"KARABULAK, RS",2021-05-16,1936-01-01,52.333,302.0,46.367,0.704,METERS
RU,GHCND:RSM00034109,"OBOJAN, RS",2021-07-19,1959-07-01,51.2,192.0,36.317,0.6814,METERS
RU,GHCND:RSM00034163,"OKTJABRSKIJ GORODOK, RS",2021-04-16,1881-01-01,51.63,202.0,45.45,0.984,METERS
RU,GHCND:RSM00034273,"KRASNYJ KUT, RS",2021-05-16,1936-01-01,50.95,50.0,46.967,0.6674,METERS
RU,GHCND:RSM00034321,"VALUJKI, RS",2021-07-19,1936-01-01,50.2,112.0,38.1,0.9824,METERS
RU,GHCND:RSM00034373,"PALLASOVKA, RS",2021-04-10,1959-07-01,50.05,37.0,46.883,0.6525,METERS
RU,GHCND:RSM00034391,"ALEKSANDROV GAJ, RS",2021-04-19,1936-01-01,50.15,23.0,48.55,0.9893,METERS
RU,GHCND:RSM00034476,"EL TON, RS",2021-03-31,1914-01-01,49.1,6.0,46.9,0.9444,METERS
RU,GHCND:RSM00034535,"KAMENSK SAHTINSKIJ, RS",2021-07-03,1936-01-01,48.3,51.0,40.3,0.6991,METERS
RU,GHCND:RSM00034579,"VERHNIJ BASKUNCAK, RS",2021-07-16,1936-01-01,48.2,35.0,46.7,0.9786,METERS
RU,GHCND:RSM00034727,EJSK,2021-03-31,1959-01-01,46.8,3.0,38.267,0.6421,METERS
RU,GHCND:RSM00034740,"GIGANT, RS",2021-03-31,1939-07-01,46.52,79.0,41.35,0.9628,METERS
RU,GHCND:RSM00034954,"SVETLOGRAD, RS",2021-04-25,1936-01-01,45.35,140.0,42.85,0.7239,METERS
RU,GHCND:RSM00034880,"ASTRAKAN, RS",2021-03-31,1881-01-01,46.2831,-23.0,48.05,0.9641,METERS
RU,GHCND:RSM00034838,"TIHORECK, RS",2021-07-19,1891-02-01,45.85,78.0,40.083,0.7067,METERS
RU,GHCND:RSM00037001,ANAPA,2021-07-19,1959-01-01,44.9,30.0,37.3,0.9778,METERS
RU,GHCND:RSM00035026,"ZILAIR, RS",2021-07-19,1936-01-01,52.2,521.0,57.4,0.998,METERS
RU,GHCND:RSM00035121,"ORENBURG, RS",2021-07-19,1886-02-01,51.6831,117.0,55.1,0.9999,METERS
RU,GHCND:RSM00036034,"RUBCOVSK, RS",2021-07-19,1936-01-01,51.5,216.0,81.2167,0.9998,METERS
RU,GHCND:RSM00036058,"CEMAL, RS",2021-07-19,1936-01-01,51.433,420.0,86.0,0.8468,METERS
RU,GHCND:RSM00036061,"TUROCAK, RS",2021-07-19,1936-01-01,52.267,327.0,87.167,0.8337,METERS
RU,GHCND:RSM00036096,"KYZYL, RS",2021-07-19,1943-10-01,51.72,626.0,94.5,0.9951,METERS
RU,GHCND:RSM00036259,"KOSCH AGACH, RS",2021-07-19,1934-01-01,50.0,1759.0,88.68,0.9913,METERS
RU,GHCND:RSM00036307,"ERZIN, RS",2021-07-19,1949-03-01,50.27,1100.0,95.12,0.9886,METERS
RU,GHCND:RSM00037085,"KOCUBEJ, RS",2021-07-17,1959-01-08,44.4,-21.0,46.55,0.7032,METERS
RU,GHCND:RSM00037107,"KRASNAJA POLJANA, RS",2021-07-19,1936-01-01,43.6,566.0,40.2,0.9942,METERS
RU,GHCND:RSM00037472,MAHACKALA,2021-07-19,1882-01-01,42.9667,28.0,47.55,0.9756,METERS
RU,GHCND:RSM00037470,"DERBENT, RS",2021-05-12,1936-01-01,42.07,-19.0,48.3,0.9652,METERS
RU,GHCND:RSM00026702,"KALININGRAD, RS",2021-07-19,1931-01-01,54.7167,21.0,20.55,0.941,METERS
RU,GHCND:RSM00026781,"SMOLENSK, RS",2021-03-31,1944-01-01,54.75,239.0,32.0667,0.9822,METERS
RU,GHCND:RSM00026976,"KRASNAJA GORA, RS",2021-07-19,1930-06-13,53.0,148.0,31.6,0.9084,METERS
RU,GHCND:RSM00026997,"TRUBCEVSK, RS",2021-07-19,1955-01-01,52.6,178.0,33.7997,0.9626,METERS
RU,GHCND:RSM00027037,"VOLOGDA, RS",2021-07-19,1936-12-31,59.3167,125.0,39.9167,0.9887,METERS
RU,GHCND:KZ000035344,"KARABUTAK, KZ",2021-07-19,1938-01-01,49.95,229.0,60.133,0.6337,METERS
RU,GHCND:RSM00020667,BELY ISLAND,2021-07-19,1934-01-01,73.33,6.0,70.0294,0.9364,METERS
RU,GHCND:RSM00022798,"JARENSK, RS",2021-07-19,1936-01-01,62.167,92.0,49.117,0.7757,METERS
RU,GHCND:RSM00023058,"ANTIPAJUTA, RS",2021-07-19,1959-07-02,69.08,2.0,76.9,0.9322,METERS
RU,GHCND:RSM00023226,"VORKUTA, RS",2021-07-19,1946-07-01,67.483,172.0,64.016,0.7899,METERS
RU,GHCND:RSM00023242,"NOVY PORT, RS",2021-07-19,1935-05-04,67.6994,12.0,72.9494,0.9846,METERS
RU,GHCND:RSM00023256,TAZOVSKOE,2021-07-19,1936-10-01,67.47,26.0,78.73,0.9703,METERS
RU,GHCND:RSM00023274,"IGARKA, RS",2021-07-19,1936-01-01,67.47,20.0,86.57,0.9733,METERS
RU,GHCND:RSM00023305,"OKUNEV NOS, RS",2021-07-19,1949-09-12,66.25,20.0,52.583,0.6188,METERS
RU,GHCND:RSM00023324,"PETRUN, RS",2021-07-19,1904-01-01,66.43,58.0,60.77,0.8562,METERS
RU,GHCND:RSM00023330,"SALEKHARD, RS",2021-05-19,1882-11-01,66.5294,15.0,66.5294,0.9592,METERS
RU,GHCND:RSM00023383,"AGATA, RS",2020-11-13,1939-12-01,66.8797,277.0,93.47,0.9772,METERS
RU,GHCND:RSM00023418,"PECHORA, RS",2021-07-19,1943-09-01,65.1167,53.0,57.1,0.9997,METERS
RU,GHCND:RSM00023426,MUZI,2021-07-19,1936-01-01,65.382,19.0,64.717,0.8245,METERS
RU,GHCND:RSM00023445,"NADYM, RS",2021-07-19,1956-01-18,65.47,14.0,72.67,0.9529,METERS
RU,GHCND:RSM00023472,"TURUHANSK, RS",2021-07-19,1934-01-14,65.7831,38.0,87.9331,0.729,METERS
RU,GHCND:RSM00023527,"SARAN PAUL, RS",2021-07-19,1936-01-01,64.28,28.0,60.88,0.9956,METERS
RU,GHCND:RSM00023552,"TARKO SALE, RS",2021-07-19,1936-11-01,64.92,26.0,77.82,0.9912,METERS
RU,GHCND:RSM00023606,"UHTA, RS",2021-07-19,1946-03-30,63.55,137.0,53.817,0.7737,METERS
RU,GHCND:RSM00023631,"BEREZOVO, RS",2021-07-19,1933-01-03,63.93,27.0,65.05,0.9774,METERS
RU,GHCND:RSM00023662,"TOLKA, RS",2021-07-19,1947-05-01,63.98,31.0,82.08,0.9862,METERS
RU,GHCND:RSM00023678,"VERHNEIMBATSK, RS",2021-07-19,1911-08-16,63.15,46.0,87.95,0.9983,METERS
RU,GHCND:RSM00023711,"TROICKO PECHERSKOE, RS",2021-06-07,1888-02-01,62.7,135.0,56.2,0.9766,METERS
RU,GHCND:RSM00023724,"NJAKSIMVOL, RS",2021-07-19,1936-01-01,62.43,51.0,60.8694,0.9562,METERS
RU,GHCND:RSM00023734,OKTYABR SKOYE,2021-06-15,1936-01-01,62.45,70.0,66.05,0.9846,METERS
RU,GHCND:RSM00023803,"UST KULOM, RS",2021-07-19,1936-01-01,61.683,144.0,53.683,0.7751,METERS
RU,GHCND:RSM00023804,"SYKTYVKAR, RS",2021-07-19,1888-04-01,61.6667,116.0,50.8667,0.9794,METERS
RU,GHCND:RSM00023847,"SYTOMINO, RS",2021-07-19,1955-07-04,61.3,33.4,71.3,0.4663,METERS
RU,GHCND:RSM00023849,"SURGUT, RS",2021-07-19,1884-11-10,61.25,55.0,73.5,0.9703,METERS
RU,GHCND:RSM00023867,"LARYAK, RS",2021-07-19,1936-01-01,61.1,55.0,80.25,0.9858,METERS
RU,GHCND:RSM00023884,"BOR, RS",2021-07-19,1936-01-01,61.6,62.0,90.0167,0.9905,METERS
RU,GHCND:RSM00023891,"BAJKIT, RS",2021-07-19,1936-01-01,61.6667,256.0,96.3667,0.9949,METERS
RU,GHCND:RSM00023909,"GAJNY, RS",2021-06-29,1936-01-01,60.283,198.0,54.35,0.8027,METERS
RU,GHCND:RSM00023914,"CHERDYN, RS",2021-07-19,1888-01-01,60.4,208.0,56.52,0.9786,METERS
RU,GHCND:RSM00023921,"IVDEL, RS",2021-07-19,1934-10-08,60.6831,93.0,60.45,0.992,METERS
RU,GHCND:RSM00023929,"SAIM, RS",2021-07-19,1953-05-05,60.317,53.0,64.217,0.7433,METERS
RU,GHCND:RSM00023933,"HANTY MANSIJSK, RS",2021-07-19,1892-10-01,61.0167,46.0,69.1167,0.8315,METERS
RU,GHCND:RSM00023955,"ALEKSANDROVSKOE, RS",2021-07-19,1936-01-01,60.4331,47.0,77.8667,0.9998,METERS
RU,GHCND:RSM00023966,"VANZIL KYNAK, RS",2021-07-19,1953-02-16,60.35,98.0,84.08,0.98,METERS
RU,GHCND:RSM00023975,"SYM, RS",2021-07-19,1959-01-01,60.35,86.0,88.367,0.7749,METERS
RU,GHCND:RSM00023986,"SEVERO ENISEJSK, RS",2021-07-19,1941-01-01,60.38,513.0,93.03,0.9969,METERS
RU,GHCND:RSM00024125,"OLENEK, RS",2021-07-19,1936-01-01,68.5,217.0,112.4331,0.9604,METERS
RU,GHCND:RSM00024136,"SUHANA, RS",2021-07-19,1938-04-01,68.62,78.0,118.33,0.991,METERS
RU,GHCND:RSM00024143,DZARDZAN,2021-07-19,1937-01-01,68.73,38.0,124.0,0.9831,METERS
RU,GHCND:RSM00024266,"VERHOJANSK, RS",2021-07-19,1885-01-01,67.5667,136.0,133.4,0.9315,METERS
RU,GHCND:RSM00024329,"SELAGONCY, RS",2021-07-19,1940-09-01,66.25,233.0,114.28,0.9647,METERS
RU,GHCND:RSM00024343,ZHIGANSK,2021-07-19,1936-02-01,66.7667,88.0,123.4,0.993,METERS
RU,GHCND:RSM00024382,"UST MOMA, RS",2021-07-19,1937-05-01,66.45,195.0,143.2297,0.9947,METERS
RU,GHCND:RSM00024507,"TURA, RS",2021-07-19,1928-10-01,64.2667,188.0,100.2331,0.996,METERS
RU,GHCND:RSM00024585,"UST NERA, RS",2021-07-19,1938-07-01,64.566,523.0,143.2,0.7171,METERS
RU,GHCND:RSM00024606,"KISLOKAN, RS",2021-07-19,1951-10-01,63.58,209.0,103.97,0.9885,METERS
RU,GHCND:RSM00024639,"NJURBA, RS",2021-07-19,1936-01-01,63.283,119.0,118.333,0.8261,METERS
RU,GHCND:RSM00024641,"VILJUJSK, RS",2021-07-19,1898-02-01,63.7831,110.0,121.6167,0.9861,METERS
RU,GHCND:RSM00024652,"SANGARY, RS",2021-07-19,1936-01-01,63.967,96.0,127.467,0.8118,METERS
RU,GHCND:RSM00024661,"SEGEN KYUEL, RS",2021-07-19,1938-01-01,64.0,208.0,130.3,0.9794,METERS
RU,GHCND:RSM00024671,"TOMPO, RS",2021-07-19,1959-01-01,63.95,399.0,135.87,0.9079,METERS
RU,GHCND:RSM00024688,"OJMJAKON, RS",2021-07-19,1943-01-01,63.25,740.0,143.15,0.9982,METERS
RU,GHCND:RSM00024738,"SUNTAR, RS",2021-07-19,1936-02-01,62.15,131.0,117.65,0.999,METERS
RU,GHCND:RSM00024768,"CURAPCA, RS",2021-07-19,1936-01-01,62.033,186.0,132.6,0.797,METERS
RU,GHCND:RSM00024790,"SUSUMAN, RS",2021-07-19,1937-01-01,62.78,646.0,148.17,0.9985,METERS
RU,GHCND:RSM00024817,"ERBOGACEN, RS",2021-07-19,1936-03-01,61.2667,284.0,108.0167,0.9831,METERS
RU,GHCND:RSM00024959,"JAKUTSK, RS",2021-07-19,1888-03-01,62.0167,98.0,129.7167,0.9796,METERS
RU,GHCND:RSM00024908,"VANAVARA, RS",2021-07-19,1932-09-01,60.3331,259.0,102.2667,0.992,METERS
RU,GHCND:RSM00024918,"PREOBRAZENKA, RS",2021-07-19,1938-01-01,60.067,292.0,107.967,0.7998,METERS
RU,GHCND:RSM00024923,"LENSK, RS",2021-07-19,1940-11-11,60.72,241.0,114.88,0.9653,METERS
RU,GHCND:RSM00024944,"OLEKMINSK, RS",2021-07-19,1882-08-13,60.4,223.0,120.4167,0.8772,METERS
RU,GHCND:RSM00024962,"AMGA, RS",2021-07-19,1936-01-01,60.9,146.0,131.983,0.8233,METERS
RU,GHCND:RSM00024966,"UST MAJA, RS",2021-07-19,1897-01-01,60.3831,169.0,134.4497,0.9043,METERS
